date,time,place,item,type,recyclability,sorted_status
2024-03-11,12:57,par14,cardboard,Paper,Recyclable,Unsorted
2024-02-13,12:45,par6,plastic film,Plastic,non-recyclable,Sorted
2024-03-04,10:58,lobby,banana peel,Organic,bio-degradable,Sorted
2024-02-06,18:08,vending machine,paper cup,Paper,Recyclable,Sorted
2024-04-01,13:12,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-23,12:46,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-29,16:10,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-04-15,12:19,par14,food,Organic,bio-degradable,Sorted
2024-01-18,11:29,lobby,food,Organic,bio-degradable,Unsorted
2024-04-08,18:57,par6,banana peel,Organic,bio-degradable,Unsorted
2024-03-28,12:13,vending machine,paper,Paper,Recyclable,Unsorted
2024-01-18,12:02,vending machine,food,Organic,bio-degradable,Sorted
2024-01-26,12:53,par6,carton,Paper,Recyclable,Unsorted
2024-05-06,13:16,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-19,09:48,lobby,carton,Paper,Recyclable,Sorted
2024-06-03,11:54,par14,food,Organic,bio-degradable,Sorted
2024-02-22,12:36,par6,coffee cup,Paper,Recyclable,Sorted
2024-03-01,12:21,par6,cardboard,Paper,Recyclable,Unsorted
2024-02-15,11:19,par13,banana peel,Organic,bio-degradable,Unsorted
2024-04-23,17:28,par14,wrapper,Plastic,non-recyclable,Sorted
2024-05-02,11:59,vending machine,glass bottle,Glass,Recyclable,Unsorted
2024-01-16,13:13,par14,drink can,Metal,Recyclable,Unsorted
2024-03-27,12:52,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-06-14,12:39,vending machine,food,Organic,bio-degradable,Sorted
2024-02-23,12:11,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-22,12:07,par6,carton,Paper,Recyclable,Sorted
2024-04-25,12:41,par14,cardboard,Paper,Recyclable,Unsorted
2024-02-22,11:53,lobby,paper,Paper,Recyclable,Unsorted
2024-02-08,12:03,par14,banana peel,Organic,bio-degradable,Unsorted
2024-06-06,12:41,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-12,11:12,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-19,13:42,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-04-09,18:12,par6,paper,Paper,Recyclable,Unsorted
2024-05-28,11:47,vending machine,plastic film,Plastic,non-recyclable,Unsorted
2024-03-18,10:25,par6,paper cup,Paper,Recyclable,Sorted
2024-03-18,12:52,par6,carton,Paper,Recyclable,Sorted
2024-05-22,11:11,lobby,carton,Paper,Recyclable,Unsorted
2024-05-16,11:39,par14,carton,Paper,Recyclable,Unsorted
2024-02-09,10:55,lobby,paper cup,Paper,Recyclable,Unsorted
2024-05-28,18:57,par6,paper cup,Paper,Recyclable,Unsorted
2024-06-11,12:52,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-01-02,13:21,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-09,18:03,par14,food,Organic,bio-degradable,Sorted
2024-04-26,12:47,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-04-08,13:14,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-05-15,12:40,vending machine,glass bottle,Glass,Recyclable,Unsorted
2024-06-06,12:14,par14,plastic film,Plastic,non-recyclable,Sorted
2024-03-29,11:21,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-05-14,17:51,par6,paper cup,Paper,Recyclable,Unsorted
2024-01-30,12:30,par14,glass bottle,Glass,Recyclable,Unsorted
2024-04-25,13:03,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-27,11:15,par6,plastic film,Plastic,non-recyclable,Sorted
2024-01-09,11:48,par14,food,Organic,bio-degradable,Sorted
2024-03-01,13:05,par13,drink can,Metal,Recyclable,Unsorted
2024-01-01,12:20,par13,carton,Paper,Recyclable,Unsorted
2024-01-30,15:52,vending machine,wrapper,Plastic,non-recyclable,Sorted
2024-04-10,15:54,par6,coffee cup,Paper,Recyclable,Sorted
2024-05-24,12:24,lobby,paper,Paper,Recyclable,Unsorted
2024-05-21,12:34,vending machine,drink can,Metal,Recyclable,Unsorted
2024-03-12,12:39,par6,food,Organic,bio-degradable,Sorted
2024-05-16,15:28,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-24,17:46,par14,food,Organic,bio-degradable,Unsorted
2024-02-08,13:02,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-08,13:08,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-28,13:06,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-07,10:17,par13,banana peel,Organic,bio-degradable,Unsorted
2024-02-15,13:16,vending machine,paper cup,Paper,Recyclable,Unsorted
2024-03-15,15:22,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-05-31,12:38,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-17,12:31,par14,coffee cup,Paper,Recyclable,Sorted
2024-02-07,11:45,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-02,12:30,par14,paper,Paper,Recyclable,Sorted
2024-02-01,12:26,lobby,paper cup,Paper,Recyclable,Unsorted
2024-04-17,12:31,vending machine,drink can,Metal,Recyclable,Sorted
2024-02-20,13:55,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-03-01,13:20,par13,glass bottle,Glass,Recyclable,Unsorted
2024-02-29,12:29,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-02-15,13:44,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-14,12:05,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-08,12:45,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-05-27,12:06,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-03-04,13:04,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-23,12:35,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-05-17,13:51,par14,coffee cup,Paper,Recyclable,Unsorted
2024-06-05,12:50,par6,food,Organic,bio-degradable,Sorted
2024-05-31,11:24,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-06-05,12:57,lobby,paper,Paper,Recyclable,Sorted
2024-01-01,13:23,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-29,15:25,par13,coffee cup,Paper,Recyclable,Unsorted
2024-01-26,12:56,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-01-16,18:02,par6,food,Organic,bio-degradable,Unsorted
2024-04-26,12:07,par14,carton,Paper,Recyclable,Unsorted
2024-01-25,12:28,vending machine,food,Organic,bio-degradable,Sorted
2024-01-08,12:34,vending machine,carton,Paper,Recyclable,Unsorted
2024-03-04,12:08,vending machine,carton,Paper,Recyclable,Unsorted
2024-04-19,19:03,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-01-23,13:02,par14,wrapper,Plastic,non-recyclable,Sorted
2024-04-04,12:47,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-26,10:21,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-01-04,15:10,lobby,wrapper,Plastic,non-recyclable,Unsorted
2024-01-30,15:59,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-05-07,17:26,vending machine,paper cup,Paper,Recyclable,Sorted
2024-03-11,09:41,par14,paper,Paper,Recyclable,Sorted
2024-05-23,11:59,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-04-23,12:20,lobby,cardboard,Paper,Recyclable,Unsorted
2024-01-16,11:35,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-15,13:20,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-01-25,12:37,par6,food,Organic,bio-degradable,Unsorted
2024-04-09,12:36,par14,cardboard,Paper,Recyclable,Unsorted
2024-05-17,12:40,lobby,cardboard,Paper,Recyclable,Sorted
2024-05-27,12:02,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-01-23,13:22,par6,drink can,Metal,Recyclable,Sorted
2024-03-13,10:35,par6,banana peel,Organic,bio-degradable,Sorted
2024-05-09,13:05,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-03-01,12:08,lobby,carton,Paper,Recyclable,Unsorted
2024-04-18,12:33,par14,drink can,Metal,Recyclable,Unsorted
2024-06-10,12:24,par14,glass bottle,Glass,Recyclable,Unsorted
2024-01-29,13:00,par13,drink can,Metal,Recyclable,Unsorted
2024-05-16,10:19,par6,coffee cup,Paper,Recyclable,Unsorted
2024-05-01,12:35,par13,coffee cup,Paper,Recyclable,Unsorted
2024-06-12,13:10,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-04-04,12:32,lobby,paper cup,Paper,Recyclable,Unsorted
2024-05-29,12:49,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-05-16,12:21,par6,food,Organic,bio-degradable,Unsorted
2024-01-08,12:41,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-18,13:11,par14,plastic film,Plastic,non-recyclable,Sorted
2024-02-15,11:34,vending machine,paper,Paper,Recyclable,Sorted
2024-01-31,12:19,par14,drink can,Metal,Recyclable,Unsorted
2024-02-08,12:49,par14,banana peel,Organic,bio-degradable,Unsorted
2024-05-20,12:22,vending machine,coffee cup,Paper,Recyclable,Unsorted
2024-05-08,11:24,par14,glass bottle,Glass,Recyclable,Sorted
2024-03-14,12:36,par14,carton,Paper,Recyclable,Unsorted
2024-06-14,17:58,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-19,12:54,par6,food,Organic,bio-degradable,Unsorted
2024-03-04,13:46,par14,paper cup,Paper,Recyclable,Unsorted
2024-01-11,12:16,par6,glass bottle,Glass,Recyclable,Sorted
2024-04-23,12:52,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-26,13:15,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-02-13,13:07,vending machine,cardboard,Paper,Recyclable,Unsorted
2024-01-26,12:54,par14,carton,Paper,Recyclable,Sorted
2024-02-21,12:37,par6,cardboard,Paper,Recyclable,Sorted
2024-04-08,15:02,par14,carton,Paper,Recyclable,Sorted
2024-04-23,12:04,lobby,drink can,Metal,Recyclable,Unsorted
2024-03-13,09:55,par14,cardboard,Paper,Recyclable,Sorted
2024-05-23,13:33,vending machine,banana peel,Organic,bio-degradable,Unsorted
2024-06-13,11:56,par13,cardboard,Paper,Recyclable,Unsorted
2024-03-26,09:07,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-01-09,18:17,lobby,drink can,Metal,Recyclable,Unsorted
2024-03-05,14:56,par13,food,Organic,bio-degradable,Unsorted
2024-06-06,11:27,par14,food,Organic,bio-degradable,Sorted
2024-02-20,12:48,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-30,17:31,lobby,paper cup,Paper,Recyclable,Unsorted
2024-05-27,10:47,par13,carton,Paper,Recyclable,Unsorted
2024-03-14,11:45,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-31,10:21,par6,food,Organic,bio-degradable,Unsorted
2024-04-17,11:28,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-04-04,12:38,vending machine,plastic film,Plastic,non-recyclable,Sorted
2024-05-08,12:20,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-02,16:17,par6,drink can,Metal,Recyclable,Sorted
2024-04-11,11:59,par13,carton,Paper,Recyclable,Unsorted
2024-04-26,12:28,par14,cardboard,Paper,Recyclable,Unsorted
2024-04-29,15:54,par14,glass bottle,Glass,Recyclable,Sorted
2024-05-17,11:57,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-18,12:46,par6,paper,Paper,Recyclable,Unsorted
2024-05-02,12:45,par14,drink can,Metal,Recyclable,Sorted
2024-02-21,11:58,par14,paper,Paper,Recyclable,Sorted
2024-02-29,13:15,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-13,13:17,lobby,drink can,Metal,Recyclable,Sorted
2024-01-22,09:48,par14,banana peel,Organic,bio-degradable,Sorted
2024-04-29,12:19,par6,drink can,Metal,Recyclable,Unsorted
2024-02-16,12:29,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-01-17,16:00,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-20,13:07,lobby,glass bottle,Glass,Recyclable,Unsorted
2024-04-09,16:02,par14,paper,Paper,Recyclable,Sorted
2024-06-11,13:51,lobby,paper,Paper,Recyclable,Unsorted
2024-03-01,18:51,par14,paper,Paper,Recyclable,Unsorted
2024-06-10,12:24,par13,glass bottle,Glass,Recyclable,Sorted
2024-01-26,12:09,lobby,carton,Paper,Recyclable,Unsorted
2024-03-14,13:03,par13,plastic film,Plastic,non-recyclable,Sorted
2024-06-11,16:53,par13,glass bottle,Glass,Recyclable,Unsorted
2024-05-14,11:42,par14,cardboard,Paper,Recyclable,Sorted
2024-04-18,18:11,par6,plastic film,Plastic,non-recyclable,Sorted
2024-05-20,13:54,par13,coffee cup,Paper,Recyclable,Unsorted
2024-04-23,13:43,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-04-17,12:10,lobby,cardboard,Paper,Recyclable,Sorted
2024-04-16,12:37,par6,coffee cup,Paper,Recyclable,Unsorted
2024-01-05,15:42,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-05-20,18:03,par6,cardboard,Paper,Recyclable,Unsorted
2024-02-13,12:25,lobby,carton,Paper,Recyclable,Sorted
2024-05-06,12:33,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-07,12:33,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-07,12:58,lobby,coffee cup,Paper,Recyclable,Sorted
2024-06-12,11:52,par14,banana peel,Organic,bio-degradable,Unsorted
2024-05-21,12:24,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-08,12:11,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-06-11,12:21,lobby,paper,Paper,Recyclable,Unsorted
2024-01-02,12:40,vending machine,paper cup,Paper,Recyclable,Sorted
2024-04-30,10:20,par6,paper,Paper,Recyclable,Unsorted
2024-04-09,12:01,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-02-27,17:27,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-01,13:54,lobby,paper cup,Paper,Recyclable,Unsorted
2024-03-15,11:28,vending machine,coffee cup,Paper,Recyclable,Sorted
2024-05-10,12:01,par6,cardboard,Paper,Recyclable,Sorted
2024-02-28,12:04,lobby,paper,Paper,Recyclable,Unsorted
2024-03-28,09:46,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-04-09,16:21,par6,coffee cup,Paper,Recyclable,Sorted
2024-05-06,13:06,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-05-31,12:38,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-26,13:21,par6,banana peel,Organic,bio-degradable,Unsorted
2024-05-29,14:17,lobby,glass bottle,Glass,Recyclable,Unsorted
2024-01-10,12:10,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-01-30,13:13,lobby,paper,Paper,Recyclable,Unsorted
2024-03-29,13:39,par14,banana peel,Organic,bio-degradable,Sorted
2024-04-11,13:24,vending machine,drink can,Metal,Recyclable,Unsorted
2024-01-23,13:06,par6,clear water bottle,Plastic,Recyclable,Sorted
2024-01-24,12:01,lobby,paper,Paper,Recyclable,Unsorted
2024-04-11,17:33,vending machine,glass bottle,Glass,Recyclable,Unsorted
2024-02-07,13:07,lobby,glass bottle,Glass,Recyclable,Sorted
2024-02-21,15:00,lobby,wrapper,Plastic,non-recyclable,Unsorted
2024-04-26,13:29,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-03-08,17:19,par14,banana peel,Organic,bio-degradable,Unsorted
2024-03-22,12:45,par6,drink can,Metal,Recyclable,Unsorted
2024-01-25,12:49,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-04-12,13:16,lobby,paper cup,Paper,Recyclable,Unsorted
2024-03-06,12:23,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-09,12:49,par6,plastic film,Plastic,non-recyclable,Sorted
2024-01-15,12:19,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-03-12,12:39,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-08,12:39,lobby,paper,Paper,Recyclable,Unsorted
2024-01-04,17:45,par13,paper cup,Paper,Recyclable,Unsorted
2024-06-10,13:13,par6,plastic film,Plastic,non-recyclable,Sorted
2024-01-04,11:12,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-01-25,12:56,lobby,cardboard,Paper,Recyclable,Unsorted
2024-01-26,13:25,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-21,12:45,par6,drink can,Metal,Recyclable,Sorted
2024-01-15,13:05,par14,food,Organic,bio-degradable,Sorted
2024-01-02,15:01,par14,coffee cup,Paper,Recyclable,Sorted
2024-03-07,10:46,lobby,paper,Paper,Recyclable,Unsorted
2024-02-02,12:34,vending machine,plastic film,Plastic,non-recyclable,Unsorted
2024-01-18,13:22,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-04-09,12:26,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-14,13:02,lobby,food,Organic,bio-degradable,Unsorted
2024-02-08,12:55,par6,drink can,Metal,Recyclable,Sorted
2024-03-12,12:03,lobby,paper cup,Paper,Recyclable,Sorted
2024-01-12,12:34,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-05-30,12:35,vending machine,food,Organic,bio-degradable,Unsorted
2024-05-28,10:44,par14,coffee cup,Paper,Recyclable,Sorted
2024-01-11,12:46,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-18,16:05,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-05-30,13:16,vending machine,paper,Paper,Recyclable,Unsorted
2024-03-15,18:32,vending machine,wrapper,Plastic,non-recyclable,Sorted
2024-02-08,13:17,vending machine,banana peel,Organic,bio-degradable,Unsorted
2024-05-30,12:13,par13,drink can,Metal,Recyclable,Unsorted
2024-01-22,12:16,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-19,17:39,par14,coffee cup,Paper,Recyclable,Sorted
2024-02-05,13:07,par6,drink can,Metal,Recyclable,Unsorted
2024-01-25,17:48,par14,paper cup,Paper,Recyclable,Sorted
2024-02-02,10:15,par14,drink can,Metal,Recyclable,Sorted
2024-04-22,12:34,lobby,paper cup,Paper,Recyclable,Unsorted
2024-02-15,12:55,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-16,12:45,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-04-05,17:56,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-05-28,13:19,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-06-07,12:35,par6,paper cup,Paper,Recyclable,Unsorted
2024-05-13,18:06,par13,paper cup,Paper,Recyclable,Sorted
2024-04-26,12:41,vending machine,food,Organic,bio-degradable,Unsorted
2024-03-01,11:50,vending machine,cardboard,Paper,Recyclable,Sorted
2024-02-14,12:08,par14,paper,Paper,Recyclable,Sorted
2024-03-20,12:12,lobby,paper cup,Paper,Recyclable,Unsorted
2024-03-29,13:44,lobby,paper cup,Paper,Recyclable,Unsorted
2024-02-23,17:17,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-04-16,11:59,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-03-27,12:42,par14,glass bottle,Glass,Recyclable,Sorted
2024-05-20,12:33,lobby,drink can,Metal,Recyclable,Unsorted
2024-05-14,12:40,vending machine,banana peel,Organic,bio-degradable,Unsorted
2024-05-14,12:04,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-05,15:41,par14,carton,Paper,Recyclable,Sorted
2024-02-14,12:14,lobby,glass bottle,Glass,Recyclable,Unsorted
2024-03-05,12:09,vending machine,food,Organic,bio-degradable,Unsorted
2024-03-04,12:25,vending machine,cardboard,Paper,Recyclable,Sorted
2024-02-15,10:35,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-25,13:19,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-01-22,12:35,lobby,banana peel,Organic,bio-degradable,Unsorted
2024-02-05,16:10,vending machine,paper,Paper,Recyclable,Unsorted
2024-04-15,12:04,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-18,12:33,par13,cardboard,Paper,Recyclable,Unsorted
2024-04-10,17:53,par14,banana peel,Organic,bio-degradable,Sorted
2024-01-29,12:09,par14,banana peel,Organic,bio-degradable,Sorted
2024-04-05,13:07,par6,coffee cup,Paper,Recyclable,Unsorted
2024-01-01,09:28,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-26,12:34,par14,banana peel,Organic,bio-degradable,Sorted
2024-05-24,15:56,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-01-15,13:10,par6,paper cup,Paper,Recyclable,Sorted
2024-06-06,10:24,vending machine,carton,Paper,Recyclable,Unsorted
2024-04-11,12:43,par6,glass bottle,Glass,Recyclable,Sorted
2024-06-03,15:16,lobby,drink can,Metal,Recyclable,Unsorted
2024-06-06,15:21,par6,banana peel,Organic,bio-degradable,Sorted
2024-04-30,12:29,par14,coffee cup,Paper,Recyclable,Unsorted
2024-05-17,12:42,lobby,cardboard,Paper,Recyclable,Sorted
2024-02-20,13:03,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-01-09,12:47,par6,cardboard,Paper,Recyclable,Unsorted
2024-04-09,11:39,par14,cardboard,Paper,Recyclable,Sorted
2024-02-21,13:20,lobby,food,Organic,bio-degradable,Sorted
2024-05-21,13:11,lobby,paper cup,Paper,Recyclable,Unsorted
2024-01-23,12:05,lobby,drink can,Metal,Recyclable,Sorted
2024-01-01,12:21,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-22,12:47,vending machine,food,Organic,bio-degradable,Sorted
2024-05-13,13:19,vending machine,plastic film,Plastic,non-recyclable,Unsorted
2024-01-22,13:42,par6,coffee cup,Paper,Recyclable,Sorted
2024-05-02,13:23,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-05-07,12:43,par14,carton,Paper,Recyclable,Unsorted
2024-01-18,11:56,par14,cardboard,Paper,Recyclable,Unsorted
2024-04-22,12:02,par14,carton,Paper,Recyclable,Sorted
2024-05-27,13:03,par6,coffee cup,Paper,Recyclable,Unsorted
2024-01-01,13:23,par14,banana peel,Organic,bio-degradable,Sorted
2024-06-12,12:28,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-01-08,12:54,par14,wrapper,Plastic,non-recyclable,Sorted
2024-05-20,11:10,lobby,glass bottle,Glass,Recyclable,Sorted
2024-01-31,17:34,par6,coffee cup,Paper,Recyclable,Sorted
2024-01-26,14:45,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-25,12:16,vending machine,paper cup,Paper,Recyclable,Sorted
